Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"331112.6","Escherichia coli HS","Escherichia coli HS",331112,"Complete","HS","serovar O9",,"Nonpathogenic","MLST.Escherichia_coli_1.46,MLST.Escherichia_coli_2.667",,,,"2007-09-10T00:00:00Z","18676672","PRJNA13959","SAMN02604037","GCA_000017765.1",,"CP000802","NC_009800","TIGR","complete",,,,1,,1,4643538,50.8,4520,4378,,"laboratory scientist at Walter Reed Army Institute of Research","isolated from a laboratory scientist at Walter Reed Army Institute of Research in 1978 (Levine, 1978)","1978","United States","Walter Reed Army Institute",,,,,,"Human, Homo sapiens",,,,,,,,,"-","Rod","Yes",,"Mesophilic","37",,"Facultative","Host-associated",,"Escherichia coli strain HS. This strain (HS; serotype O9) is a human commensal that was originally isolated from a laboratory scientist at Walter Reed Army Institute of Research in 1978 (Levine, 1978). It was obtained from Drs. Kaper and Nataro at the School of Medicine at the University of Maryland. Strain HS colonizes the human gastrointestinal tract in challenge experiments, but no overt signs of disease occur. Thus, this strain represents a genomic baseline for human gastrointestinal tract colonization. It is competent and amenable to genetic manipulation.",,99.9,99.2,99.3,,,"Good","2014-12-08T22:11:25.512Z","2015-03-16T03:17:09.594Z"
"373045.6","Escherichia coli O111:NM strain FWSEC0005",,373045,"Complete","FWSEC0005","O111:NM",,,"MLST.Escherichia_coli_1.16,MLST.Escherichia_coli_2.480",,,,"2019-05-03T00:00:00Z",,"PRJNA287560","SAMN08768106","GCA_005037805.2",,"NJGR01000000",,"National Microbiology Laboratory",,"Illumina MiSeq;Oxford Nanopore MinION","108.41x;252.38x","Unicycler;Canu v. 0.4.4.0;1.7",1,,1,5132754,50.64242,5466,5279,,"Clinical: Human (Homo sapiens)","is from Environmental, animal husbandry, food samples, and medical isolates","2000","Canada","Canada:Saskatchewan",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,"Mesophilic","37 C",,"Facultative","Multiple",,"The food and water safety pilot project is a comprehensive strategy that integrates multidisciplinary components from diverse federal science sources to address two main goals. The first is to enhance food and water safety by developing genomics-based methods for pathogen isolation, detection and characterisation. The second goal is to develop a federally integrated system to manage, store and provide open access to genomic data related to food and water borne pathogens. The model organisms for this study are Shiga-toxin Producing Escherchia coli (STEC) and Salmonella Enteritidis from Environmental, animal husbandry, food samples, and medical isolates.","collected_by:National Microbiology Laboratory: Public Health Agency of Canada",99.9,98.4,,,,"Good","2019-07-14T19:19:29.494Z","2019-07-14T19:19:29.494Z"
"376725.3","Escherichia coli O103:H2 strain FWSEC0007",,376725,"Complete","FWSEC0007","O103:H2",,,"MLST.Escherichia_coli_1.17",,,,"2019-05-03T00:00:00Z",,"PRJNA287560","SAMN08768108","GCA_005037795.2",,"NJGQ01000000",,"National Microbiology Laboratory",,"Illumina MiSeq;Oxford Nanopore MinION","103.12x;58.53x","Unicycler;Canu v. 0.4.4.0;1.7",1,1,2,5470829,50.687874,5856,5741,,"Clinical: Human (Homo sapiens)","is from Environmental, animal husbandry, food samples, and medical isolates","2004","Canada","Canada:Manitoba,Winnipeg",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,"Mesophilic","37 C",,"Facultative","Multiple",,"The food and water safety pilot project is a comprehensive strategy that integrates multidisciplinary components from diverse federal science sources to address two main goals. The first is to enhance food and water safety by developing genomics-based methods for pathogen isolation, detection and characterisation. The second goal is to develop a federally integrated system to manage, store and provide open access to genomic data related to food and water borne pathogens. The model organisms for this study are Shiga-toxin Producing Escherchia coli (STEC) and Salmonella Enteritidis from Environmental, animal husbandry, food samples, and medical isolates.","collected_by:National Microbiology Laboratory: Public Health Agency of Canada",100,99.2,,,,"Good","2019-07-14T19:22:01.208Z","2019-07-14T19:22:01.208Z"
"498388.3","Escherichia coli C strain C",,498388,"Complete","C",,,,"MLST.Escherichia_coli_1.1721,MLST.Escherichia_coli_2.687",,,,"2017-04-05T00:00:00Z",,"PRJNA380607","SAMN06645125",,,"CP020543",,"Drexel University College of Medicine",,"PacBio","184.0x","HGAP Assembly v. 2",1,,1,4617024,50.96,4665,4581,,,,"2016-04-01","United States","United States",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"The last laboratory strain of E. coli to be sequnced. E. coli C is a long time laboratory strain used for phage studies. Recent data shows that it forms much better biofilm than other strains and can be used as a model organism in bacterial biofilm studies.","sample_type:bacterial culture",99.9,99.3,100,0.4,,"Good","2017-05-28T07:37:09.600Z","2017-05-28T07:37:09.600Z"
"511145.208","Escherichia coli str. K-12 substr. MG1655",,511145,"Complete","K-12",,,,"MLST.Escherichia_coli_1.10,MLST.Escherichia_coli_2.262",,"ATCC:47076",,"2016-02-02T00:00:00Z","26802429","PRJNA308372","SAMN04403366","GCF_001544635.1",,"CP014225","NZ_CP014225.1","Weill Cornell Medical College",,"Pacific Biosciences","125X","HGAP2 v. 2.1.0",1,,1,4659625,50.78,4683,4489,,"stool sample",,"1992","United States","USA: Palo Alto",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,"Mesophilic","37 C",,"Facultative","Unknown",,"Escherichia coli MRE600 sequencing and assembly","sample_type:Cultured isolate",100,99.9,100,1.8,,"Good","2016-03-01T00:51:59.119Z","2016-03-01T00:51:59.119Z"
"511145.616","Escherichia coli str. K-12 substr. MG1655",,511145,"Complete","K-12",,,,"MLST.Escherichia_coli_1.10,MLST.Escherichia_coli_2.262",,,,"2017-12-17T00:00:00Z",,"PRJNA421841","SAMN08158212","GCA_002843685.1",,"CP025268",,"Harvard Medical School",,"Illumina HiSeq","69.0x","Velvet v. 2017-06-01",1,,1,4643559,50.76,4790,4687,,,"derived strains, including the mutation to rph which causes pyrimidine starvation in minimal media, were corrected or compensated for","2017-01-15","United States","USA: Boston",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"C321.deltaA was adapted over ~1,100 generations to fast growth in M9 minimal media supplemented with 1% glucose. In so doing, many off-target mutations leftover from the original recoding efforts were corrected as either direct reversions, or more often compensatory adaptive mutations. Additionally, mutations known to be endemic to all MG1655-derived strains, including the mutation to rph which causes pyrimidine starvation in minimal media, were corrected or compensated for. We present here the genome of a recoded C321 strain with no TAG codons adapted for fast growth in M9 and other defined media.","sample_type:cell culture",99.8,99.3,99.8,,,"Good","2018-01-01T06:16:22.817Z","2018-01-01T06:16:22.817Z"
"562.10006","Escherichia coli strain Ecol_732",,562,"Complete","Ecol_732",,,,"MLST.Escherichia_coli_1.131,MLST.Escherichia_coli_2.43",,,,"2016-04-08T00:00:00Z",,"PRJNA316786","SAMN04621897","GCF_001617565.1",,"CP015138,CP015140,CP015141,CP015142,CP015143,CP015144,CP015139","NZ_CP015138.1,NZ_CP015140.1,NZ_CP015141.1,NZ_CP015142.1,NZ_CP015143.1,NZ_CP015144.1,NZ_CP015139.1","University of Oxford",,"PacBio","1x","HGAP v. 2.2.0",1,6,7,5418293,50.88,5611,5363,,,,"2012","Thailand","Thailand: Bangkok",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:Merck Study for Monitoring of Antimicrobial Resistance Trends (SMART)",99.9,98.4,100,,,"Good","2016-04-28T09:39:18.275Z","2016-04-28T09:39:18.275Z"
"562.10007","Escherichia coli strain Ecol_743",,562,"Complete","Ecol_743",,,,"MLST.Escherichia_coli_1.131,MLST.Escherichia_coli_2.506",,,,"2016-04-11T00:00:00Z",,"PRJNA316786","SAMN04590096","GCF_001618325.1",,"CP015069,CP015070,CP015072,CP015073,CP015071","NZ_CP015069.1,NZ_CP015070.1,NZ_CP015072.1,NZ_CP015073.1,NZ_CP015071.1","University of Oxford",,"PacBio","1x","HGAP v. 2.2.0",1,4,5,5140092,50.81,5227,4991,,,,"2012","United Arab Emirates","United Arab Emirates: Dubai",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:Merck Study for Monitoring of Antimicrobial Resistance Trends (SMART)",100,99.3,100,,,"Good","2016-04-28T09:59:26.887Z","2016-04-28T09:59:26.887Z"
"562.10008","Escherichia coli strain Ecol_745",,562,"Complete","Ecol_745",,,,"MLST.Escherichia_coli_1.131",,,,"2016-04-11T00:00:00Z",,"PRJNA316786","SAMN04590095","GCF_001618345.1",,"CP015074,CP015075",,"University of Oxford",,"PacBio","1x","HGAP v. 2.2.0",1,1,2,5040903,50.76,5111,4909,,,,"2012","Morocco","Morocco: Rabat",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:Merck Study for Monitoring of Antimicrobial Resistance Trends (SMART)",100,99.2,100,0.4,,"Good","2016-04-28T10:00:54.919Z","2016-04-28T10:00:54.919Z"
"562.10009","Escherichia coli strain Ecol_448",,562,"Complete","Ecol_448",,,,"MLST.Escherichia_coli_1.131,MLST.Escherichia_coli_2.506",,,,"2016-04-11T00:00:00Z",,"PRJNA316786","SAMN04590097","GCF_001618365.1",,"CP015076,CP015077,CP015078","NZ_CP015076.1,NZ_CP015077.1,NZ_CP015078.1","University of Oxford",,"PacBio","1x","HGAP v. 2.2.0",1,2,3,5212298,50.78,5366,5101,,,,"2011","Argentina","Argentina: Buenos Aires",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:Merck Study for Monitoring of Antimicrobial Resistance Trends (SMART)",99.7,98.2,100,0.7,,"Good","2016-04-28T10:04:35.465Z","2016-04-28T10:04:35.465Z"
"562.10826","Escherichia coli strain 2011C-3911",,562,"Complete","2011C-3911","O79:H7",,"STEC","MLST.Escherichia_coli_1.1727,MLST.Escherichia_coli_2.910",,,,"2016-05-19T00:00:00Z",,"PRJNA218110","SAMN04851092","GCF_001644725.1",,"CP015240,CP015239","NZ_CP015240.1,NZ_CP015239.1","CDC",,"PacBio","missing","PacBio Hierarchical Genome Assembly",1,1,2,4989576,50.87,5036,4826,,"stool",,"8/10/11",,,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"PulseNet STEC genome reference library","collected_by:EDLB-CDC",100,99.8,100,,,"Good","2016-07-05T01:51:06.254Z","2016-07-05T01:51:06.254Z"
"562.10827","Escherichia coli strain 2013C-4465",,562,"Complete","2013C-4465","O55:H7",,"STEC","MLST.Escherichia_coli_1.335,MLST.Escherichia_coli_2.553",,,,"2016-05-19T00:00:00Z",,"PRJNA218110","SAMN04851091","GCF_001644745.1",,"CP015241,CP015242","NZ_CP015241.1,NZ_CP015242.1","CDC",,"PacBio","missing","PacBio Hierarchical Genome Assembly",1,1,2,5494966,50.43,5662,5387,,"stool",,"8/20/13",,,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"PulseNet STEC genome reference library","collected_by:EDLB-CDC",99.9,99.2,100,,,"Good","2016-07-05T01:52:48.658Z","2016-07-05T01:52:48.658Z"
"562.10887","Escherichia coli strain Eco889",,562,"Complete","Eco889",,,,"MLST.Escherichia_coli_1.131,MLST.Escherichia_coli_2.506",,,,"2016-06-16T00:00:00Z",,"PRJNA279654","SAMN03455974","GCF_001663475.1","SRR3465539,SRR3465540,SRR3465541","CP015159,CP015161,CP015160","NZ_CP015159.1,NZ_CP015161.1,NZ_CP015160.1","NHGRI",,"PacBio RSII","150x","SMRT Portal v. 2.2",1,2,3,5312456,50.75,5501,5226,,,,"2014","United States","United States",,,,,"env_biome:human-associated habitat","Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Escherichia coli Eco889 Genome Sequencing",,99.9,99,100,,,"Good","2016-07-06T03:38:26.933Z","2016-07-06T03:38:26.933Z"
"562.10890","Escherichia coli strain ECONIH2",,562,"Complete","ECONIH2",,,,"MLST.Escherichia_coli_1.127,MLST.Escherichia_coli_2.33",,,,"2016-06-22T00:00:00Z",,"PRJNA279612","SAMN03455931","GCF_001675145.1","SRR3221963,SRR3221964,SRR3221965","CP014667,CP014668,CP014669","NZ_CP014667.1,NZ_CP014668.1,NZ_CP014669.1","NHGRI",,"PacBio RSII","166x","SMRT Portal v. 2.3",1,2,3,5331884,50.52,5391,5093,,,,"2014","United States","United States",,,,,"env_biome:human-associated habitat","Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Escherichia coli ECONIH2 Genome Sequencing",,99.9,98.4,100,,,"Good","2016-07-06T19:14:24.693Z","2016-07-06T19:14:24.693Z"
"562.11317","Escherichia coli strain EC590",,562,"Complete","EC590",,,,"MLST.Escherichia_coli_1.744,MLST.Escherichia_coli_2.2",,,,"2016-07-08T00:00:00Z",,"PRJNA325730","SAMN05252777","GCF_001682305.1",,"CP016182",,"UNIVERSITY OF MALAYA",,"PacBio","156.04 x","HGAP v. 2",1,,1,4617698,50.8,4671,4445,,"Urine",,"2013-08-18","Malaysia","Malaysia",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Complete genome of colistin-resistant strains from Malaysia","collected_by:UNIVERSITY OF MALAYA",99.8,99.2,100,0.7,,"Good","2016-08-26T18:53:32.150Z","2016-08-26T18:53:32.150Z"
"562.11318","Escherichia coli strain K-15KW01",,562,"Complete","K-15KW01",,,,"MLST.Escherichia_coli_1.127,MLST.Escherichia_coli_2.33",,,,"2016-07-11T00:00:00Z",,"PRJNA326753","SAMN05291917","GCF_001683435.1",,"CP016358","NZ_CP016358.1","University of Zurich",,"PacBio","212x","SMRT Analysis v. 2.3.0",1,,1,5154641,50.37,5175,4947,,,,"2015-01-15","Switzerland","Switzerland",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Escherichia coli harboring a chromosomal blaCTX-M-15","sample_type:whole organism",99.8,98.7,100,,,"Good","2016-08-26T19:36:00.579Z","2016-08-26T19:36:00.579Z"
"562.11327","Escherichia coli strain UPEC 26-1",,562,"Complete","UPEC 26-1",,,,"MLST.Escherichia_coli_1.73",,,,"2016-07-25T00:00:00Z",,"PRJNA329167","SAMN05392487","GCF_001693315.1",,"CP016497,CP016498","NZ_CP016497.1,NZ_CP016498.1","Chungnam National University, College of medicine",,"PacBio RS","70x","PacBio SMRT Analysis v. 2.3.0",1,1,2,5329753,50.56,5423,5164,,"Urine","isolated the strain, UPEC 26-1 from a patient suffering from UTI","27-Oct-2012","South Korea","South Korea: Daejeon",,,,,,"Human, Homo sapiens",,,"Urinary tract infection",,,,,,,,,,,,,,,,"Uropathogenic Escherichia coli (UPEC) are the primary causative of urinary tract infections (UTIs) worldwide. We isolated the strain, UPEC 26-1 from a patient suffering from UTI. The whole genome analysis of the isolate will provide information that will drive further study of UPEC to elucidate the vital factors responsible to cause disease.","collected_by:Chungnam National University Hospital, Daejeon, Korea",99.9,98.8,100,,,"Good","2016-08-27T02:19:41.307Z","2016-08-27T02:19:41.307Z"
"562.11479","Escherichia coli strain O177:H21",,562,"Complete","asymptomatic colonization","O177:H21",,,"MLST.Escherichia_coli_1.359,MLST.Escherichia_coli_2.88","genotype:ST 359",,,"2016-07-26T00:00:00Z",,"PRJNA329265","SAMN05407982","GCF_001693635.1",,"CP016546,CP016547,CP016548,CP016549,CP016550,CP016551","NZ_CP016546.1,NZ_CP016547.1,NZ_CP016548.1,NZ_CP016549.1,NZ_CP016550.1,NZ_CP016551.1","Leiden University Medical Center",,"PacBio","30.0x","SMRT analysis v. 2.3.0",1,5,6,5494878,50.41,5852,5467,,"faeces",,"13-Apr-2015","Netherlands","Netherlands: Leiden",,,"6 m","0m",,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"The emergence of the newly discovered plasmid-mediated colistin resistance gene, mcr-1, poses a significant threat to hospitalized patients as well as to the community. The aim of this study was to determine the prevalence of mcr-1 mediated colistin resistance gene in fecal samples of patients attending a tertiary care hospital. From November 2014 until July 2015, fecal samples of patients attending the Leiden University Medical Center were collected and retrospectively screened for presence of mcr-1 using real-time PCR. Two of 576 patients were positive for mcr-1, resulting in a prevalence of 0.35%. One sample contained an ESBL negative, AmpC positive and mcr-1 (located on an IncX4 plasmid) containing E.coli. This strain belonged to Sequence Type 359 and serotype O177:H21. The mcr-1 containing E.coli was phenotypically susceptible to colistin with a MIC of ≤ 0.25mg/L, due to a 1329bp transposon IS10R inserted into the mcr-1 gene.","sample_type:whole organisme;biomaterial_provider:Leiden University Medical Center, department Medical microbiology, Albinusdreef 2, 2333ZA Leiden, the Netherlands;collected_by:Leiden University Medical Center, department Medical Microbiology, E.M. Terveer;identified_by:E.M. Terveer",99.1,97,100,1.5,,"Good","2016-09-11T16:31:47.500Z","2016-09-11T16:31:47.500Z"
"562.12823","Escherichia coli strain FORC_028",,562,"Complete","FORC_028",,,,"MLST.Escherichia_coli_1.21,MLST.Escherichia_coli_2.481",,,,"2016-09-07T00:00:00Z",,"PRJNA294502","SAMN04026657","GCF_001721125.1",,"CP012693","NZ_CP012693.1","Seoul National University",,"Illumina; PacBio","418.07x","CLCbio CLC Genomics Workbench v. 7.5.1;",1,,1,5704396,50.62,6027,6067,,"stool","isolated from stool of foodborne poisoning patient in South Korea","2003-01-01","South Korea","South Korea: Gwang-Ju",,,,,,"Human, Homo sapiens",,,"Not reported",,,,,,,,,,"Mesophilic","37 C",,"Facultative","HostAssociated","Foodborne disease","Enterohaemorrhagic Escherichia coli is one of the well-known food-borne pathogen. It was isolated from stool of foodborne poisoning patient in South Korea.","collected_by:Korea Center for Disease Control and Prevention",99.4,98.4,100,,,"Good","2016-11-16T00:10:29.298Z","2016-11-16T00:10:29.298Z"
